Team,Player_Raw,Draft_Year,Draft_Type,Draft_Round,Draft_Pick
Geelong,Andrew Mackie,2002,National,1.0,7
Geelong,Tom Lonergan,2002,National,2.0,23
Geelong,Tim Callan,2002,National,3.0,36
Geelong,Brent Moloney,2002,Pre-Season,1.0,4
Geelong,Jeffrey Smith,2002,Rookie,1.0,8
Geelong,Travis Jorgensen,2002,Rookie,2.0,24
Geelong,Shannon Byrnes,2002,Rookie,3.0,40
Geelong,Andrew Mackie,2002,National,1.0,7
Geelong,Tom Lonergan,2002,National,2.0,23
Geelong,Tim Callan,2002,National,3.0,36
Geelong,Brent Moloney,2002,Pre-Season,1.0,4
Geelong,Jeffrey Smith,2002,Rookie,1.0,8
Geelong,Travis Jorgensen,2002,Rookie,2.0,24
Geelong,Shannon Byrnes,2002,Rookie,3.0,40
Geelong,Andrew Mackie,2002,National,1.0,7
Geelong,Tom Lonergan,2002,National,2.0,23
Geelong,Tim Callan,2002,National,3.0,36
Geelong,Brent Moloney,2002,Pre-Season,1.0,4
Geelong,Jeffrey Smith,2002,Rookie,1.0,8
Geelong,Travis Jorgensen,2002,Rookie,2.0,24
Geelong,Shannon Byrnes,2002,Rookie,3.0,40
Geelong,Andrew Mackie,2002,National,1.0,7
Geelong,Tom Lonergan,2002,National,2.0,23
Geelong,Tim Callan,2002,National,3.0,36
Geelong,Brent Moloney,2002,Pre-Season,1.0,4
Geelong,Jeffrey Smith,2002,Rookie,1.0,8
Geelong,Travis Jorgensen,2002,Rookie,2.0,24
Geelong,Shannon Byrnes,2002,Rookie,3.0,40
Geelong,Andrew Mackie,2002,National,1.0,7
Geelong,Tom Lonergan,2002,National,2.0,23
Geelong,Tim Callan,2002,National,3.0,36
Geelong,Brent Moloney,2002,Pre-Season,1.0,4
Geelong,Jeffrey Smith,2002,Rookie,1.0,8
Geelong,Travis Jorgensen,2002,Rookie,2.0,24
Geelong,Shannon Byrnes,2002,Rookie,3.0,40
Geelong,Andrew Mackie,2002,National,1.0,7
Geelong,Tom Lonergan,2002,National,2.0,23
Geelong,Tim Callan,2002,National,3.0,36
Geelong,Brent Moloney,2002,Pre-Season,1.0,4
Geelong,Jeffrey Smith,2002,Rookie,1.0,8
Geelong,Travis Jorgensen,2002,Rookie,2.0,24
Geelong,Shannon Byrnes,2002,Rookie,3.0,40
Geelong,Andrew Mackie,2002,National,1.0,7
Geelong,Tom Lonergan,2002,National,2.0,23
Geelong,Tim Callan,2002,National,3.0,36
Geelong,Brent Moloney,2002,Pre-Season,1.0,4
Geelong,Jeffrey Smith,2002,Rookie,1.0,8
Geelong,Travis Jorgensen,2002,Rookie,2.0,24
Geelong,Shannon Byrnes,2002,Rookie,3.0,40
Geelong,Jimmy Bartel,2001,National,1.0,8
Geelong,James Kelly,2001,National,1.0,17
Geelong,Charlie Gardiner,2001,National,2.0,23
Geelong,Steve Johnson,2001,National,2.0,24
Geelong,Gary Ablett,2001,National,3.0,40
Geelong,Henry Playfair,2001,National,3.0,41
Geelong,Matthew McCarthy,2001,National,6.0,69
Geelong,David Johnson,2001,National,7.0,81
Geelong,Aaron Lord,2001,Pre-Season,1.0,2
Geelong,Andrew Carrazzo,2001,Rookie,1.0,5
Geelong,Will Slade,2001,Rookie,2.0,21
Geelong,Adam Chatfield,2001,Rookie,3.0,36
Geelong,Jimmy Bartel,2001,National,1.0,8
Geelong,James Kelly,2001,National,1.0,17
Geelong,Charlie Gardiner,2001,National,2.0,23
Geelong,Steve Johnson,2001,National,2.0,24
Geelong,Gary Ablett,2001,National,3.0,40
Geelong,Henry Playfair,2001,National,3.0,41
Geelong,Matthew McCarthy,2001,National,6.0,69
Geelong,David Johnson,2001,National,7.0,81
Geelong,Aaron Lord,2001,Pre-Season,1.0,2
Geelong,Andrew Carrazzo,2001,Rookie,1.0,5
Geelong,Will Slade,2001,Rookie,2.0,21
Geelong,Adam Chatfield,2001,Rookie,3.0,36
Geelong,Jimmy Bartel,2001,National,1.0,8
Geelong,James Kelly,2001,National,1.0,17
Geelong,Charlie Gardiner,2001,National,2.0,23
Geelong,Steve Johnson,2001,National,2.0,24
Geelong,Gary Ablett,2001,National,3.0,40
Geelong,Henry Playfair,2001,National,3.0,41
Geelong,Matthew McCarthy,2001,National,6.0,69
Geelong,David Johnson,2001,National,7.0,81
Geelong,Aaron Lord,2001,Pre-Season,1.0,2
Geelong,Andrew Carrazzo,2001,Rookie,1.0,5
Geelong,Will Slade,2001,Rookie,2.0,21
Geelong,Adam Chatfield,2001,Rookie,3.0,36
Geelong,Jimmy Bartel,2001,National,1.0,8
Geelong,James Kelly,2001,National,1.0,17
Geelong,Charlie Gardiner,2001,National,2.0,23
Geelong,Steve Johnson,2001,National,2.0,24
Geelong,Gary Ablett,2001,National,3.0,40
Geelong,Henry Playfair,2001,National,3.0,41
Geelong,Matthew McCarthy,2001,National,6.0,69
Geelong,David Johnson,2001,National,7.0,81
Geelong,Aaron Lord,2001,Pre-Season,1.0,2
Geelong,Andrew Carrazzo,2001,Rookie,1.0,5
Geelong,Will Slade,2001,Rookie,2.0,21
Geelong,Adam Chatfield,2001,Rookie,3.0,36
Geelong,Jimmy Bartel,2001,National,1.0,8
Geelong,James Kelly,2001,National,1.0,17
Geelong,Charlie Gardiner,2001,National,2.0,23
Geelong,Steve Johnson,2001,National,2.0,24
Geelong,Gary Ablett,2001,National,3.0,40
Geelong,Henry Playfair,2001,National,3.0,41
Geelong,Matthew McCarthy,2001,National,6.0,69
Geelong,David Johnson,2001,National,7.0,81
Geelong,Aaron Lord,2001,Pre-Season,1.0,2
Geelong,Andrew Carrazzo,2001,Rookie,1.0,5
Geelong,Will Slade,2001,Rookie,2.0,21
Geelong,Adam Chatfield,2001,Rookie,3.0,36
Geelong,Jimmy Bartel,2001,National,1.0,8
Geelong,James Kelly,2001,National,1.0,17
Geelong,Charlie Gardiner,2001,National,2.0,23
Geelong,Steve Johnson,2001,National,2.0,24
Geelong,Gary Ablett,2001,National,3.0,40
Geelong,Henry Playfair,2001,National,3.0,41
Geelong,Matthew McCarthy,2001,National,6.0,69
Geelong,David Johnson,2001,National,7.0,81
Geelong,Aaron Lord,2001,Pre-Season,1.0,2
Geelong,Andrew Carrazzo,2001,Rookie,1.0,5
Geelong,Will Slade,2001,Rookie,2.0,21
Geelong,Adam Chatfield,2001,Rookie,3.0,36
Geelong,Jimmy Bartel,2001,National,1.0,8
Geelong,James Kelly,2001,National,1.0,17
Geelong,Charlie Gardiner,2001,National,2.0,23
Geelong,Steve Johnson,2001,National,2.0,24
Geelong,Gary Ablett,2001,National,3.0,40
Geelong,Henry Playfair,2001,National,3.0,41
Geelong,Matthew McCarthy,2001,National,6.0,69
Geelong,David Johnson,2001,National,7.0,81
Geelong,Aaron Lord,2001,Pre-Season,1.0,2
Geelong,Andrew Carrazzo,2001,Rookie,1.0,5
Geelong,Will Slade,2001,Rookie,2.0,21
Geelong,Adam Chatfield,2001,Rookie,3.0,36
Gold Coast,Oscar Adams,2025,Mid-Season,1.0,7
Gold Coast,Caleb Lewis,2025,Mid-Season,1.0,14
Gold Coast,Zeke Uwland,2025,National,1.0,2
Gold Coast,Dylan Patterson,2025,National,1.0,5
Gold Coast,Jai Murray,2025,National,1.0,17
Gold Coast,Beau Addinsall,2025,National,1.0,18
Gold Coast,Avery Thomas,2025,National,2.0,28
Gold Coast,Koby Coulson,2025,National,3.0,46
Gold Coast,Ben Jepson,2025,Rookie,1.0,10
Gold Coast,Oscar Adams,2025,Mid-Season,1.0,7
Gold Coast,Caleb Lewis,2025,Mid-Season,1.0,14
Gold Coast,Zeke Uwland,2025,National,1.0,2
Gold Coast,Dylan Patterson,2025,National,1.0,5
Gold Coast,Jai Murray,2025,National,1.0,17
Gold Coast,Beau Addinsall,2025,National,1.0,18
Gold Coast,Avery Thomas,2025,National,2.0,28
Gold Coast,Koby Coulson,2025,National,3.0,46
Gold Coast,Ben Jepson,2025,Rookie,1.0,10
Gold Coast,Oscar Adams,2025,Mid-Season,1.0,7
Gold Coast,Caleb Lewis,2025,Mid-Season,1.0,14
Gold Coast,Zeke Uwland,2025,National,1.0,2
Gold Coast,Dylan Patterson,2025,National,1.0,5
Gold Coast,Jai Murray,2025,National,1.0,17
Gold Coast,Beau Addinsall,2025,National,1.0,18
Gold Coast,Avery Thomas,2025,National,2.0,28
Gold Coast,Koby Coulson,2025,National,3.0,46
Gold Coast,Ben Jepson,2025,Rookie,1.0,10
Gold Coast,Oscar Adams,2025,Mid-Season,1.0,7
Gold Coast,Caleb Lewis,2025,Mid-Season,1.0,14
Gold Coast,Zeke Uwland,2025,National,1.0,2
Gold Coast,Dylan Patterson,2025,National,1.0,5
Gold Coast,Jai Murray,2025,National,1.0,17
Gold Coast,Beau Addinsall,2025,National,1.0,18
Gold Coast,Avery Thomas,2025,National,2.0,28
Gold Coast,Koby Coulson,2025,National,3.0,46
Gold Coast,Ben Jepson,2025,Rookie,1.0,10
Gold Coast,Oscar Adams,2025,Mid-Season,1.0,7
Gold Coast,Caleb Lewis,2025,Mid-Season,1.0,14
Gold Coast,Zeke Uwland,2025,National,1.0,2
Gold Coast,Dylan Patterson,2025,National,1.0,5
Gold Coast,Jai Murray,2025,National,1.0,17
Gold Coast,Beau Addinsall,2025,National,1.0,18
Gold Coast,Avery Thomas,2025,National,2.0,28
Gold Coast,Koby Coulson,2025,National,3.0,46
Gold Coast,Ben Jepson,2025,Rookie,1.0,10
Gold Coast,Oscar Adams,2025,Mid-Season,1.0,7
Gold Coast,Caleb Lewis,2025,Mid-Season,1.0,14
Gold Coast,Zeke Uwland,2025,National,1.0,2
Gold Coast,Dylan Patterson,2025,National,1.0,5
Gold Coast,Jai Murray,2025,National,1.0,17
Gold Coast,Beau Addinsall,2025,National,1.0,18
Gold Coast,Avery Thomas,2025,National,2.0,28
Gold Coast,Koby Coulson,2025,National,3.0,46
Gold Coast,Ben Jepson,2025,Rookie,1.0,10
Gold Coast,Oscar Adams,2025,Mid-Season,1.0,7
Gold Coast,Caleb Lewis,2025,Mid-Season,1.0,14
Gold Coast,Zeke Uwland,2025,National,1.0,2
Gold Coast,Dylan Patterson,2025,National,1.0,5
Gold Coast,Jai Murray,2025,National,1.0,17
Gold Coast,Beau Addinsall,2025,National,1.0,18
Gold Coast,Avery Thomas,2025,National,2.0,28
Gold Coast,Koby Coulson,2025,National,3.0,46
Gold Coast,Ben Jepson,2025,Rookie,1.0,10
Gold Coast,Leo Lombard,2024,National,1.0,9
Gold Coast,Cooper Bell,2024,National,3.0,49
Gold Coast,Max Knobel,2024,Rookie,1.0,4
Gold Coast,Asher Eastham,2024,Rookie,2.0,17
Gold Coast,Leo Lombard,2024,National,1.0,9
Gold Coast,Cooper Bell,2024,National,3.0,49
Gold Coast,Max Knobel,2024,Rookie,1.0,4
Gold Coast,Asher Eastham,2024,Rookie,2.0,17
Gold Coast,Leo Lombard,2024,National,1.0,9
Gold Coast,Cooper Bell,2024,National,3.0,49
Gold Coast,Max Knobel,2024,Rookie,1.0,4
Gold Coast,Asher Eastham,2024,Rookie,2.0,17
Gold Coast,Leo Lombard,2024,National,1.0,9
Gold Coast,Cooper Bell,2024,National,3.0,49
Gold Coast,Max Knobel,2024,Rookie,1.0,4
Gold Coast,Asher Eastham,2024,Rookie,2.0,17
Gold Coast,Leo Lombard,2024,National,1.0,9
Gold Coast,Cooper Bell,2024,National,3.0,49
Gold Coast,Max Knobel,2024,Rookie,1.0,4
Gold Coast,Asher Eastham,2024,Rookie,2.0,17
Gold Coast,Leo Lombard,2024,National,1.0,9
Gold Coast,Cooper Bell,2024,National,3.0,49
Gold Coast,Max Knobel,2024,Rookie,1.0,4
Gold Coast,Asher Eastham,2024,Rookie,2.0,17
Gold Coast,Leo Lombard,2024,National,1.0,9
Gold Coast,Cooper Bell,2024,National,3.0,49
Gold Coast,Max Knobel,2024,Rookie,1.0,4
Gold Coast,Asher Eastham,2024,Rookie,2.0,17
Gold Coast,Jed Walter,2023,National,1.0,3
Gold Coast,Ethan Read,2023,National,1.0,9
Gold Coast,Jake Rogers,2023,National,1.0,14
Gold Coast,Will Graham,2023,National,1.0,26
Gold Coast,Sam Day,2023,Pre-Season,1.0,2
Gold Coast,Sam Clohesy,2023,Rookie,1.0,4
Gold Coast,Will Rowlands,2023,Rookie,2.0,18
Gold Coast,Jack Mahony,2023,Rookie,3.0,24
Gold Coast,Jed Walter,2023,National,1.0,3
Gold Coast,Ethan Read,2023,National,1.0,9
Gold Coast,Jake Rogers,2023,National,1.0,14
Gold Coast,Will Graham,2023,National,1.0,26
Gold Coast,Sam Day,2023,Pre-Season,1.0,2
Gold Coast,Sam Clohesy,2023,Rookie,1.0,4
Gold Coast,Will Rowlands,2023,Rookie,2.0,18
Gold Coast,Jack Mahony,2023,Rookie,3.0,24
Gold Coast,Jed Walter,2023,National,1.0,3
Gold Coast,Ethan Read,2023,National,1.0,9
Gold Coast,Jake Rogers,2023,National,1.0,14
Gold Coast,Will Graham,2023,National,1.0,26
Gold Coast,Sam Day,2023,Pre-Season,1.0,2
Gold Coast,Sam Clohesy,2023,Rookie,1.0,4
Gold Coast,Will Rowlands,2023,Rookie,2.0,18
Gold Coast,Jack Mahony,2023,Rookie,3.0,24
Gold Coast,Jed Walter,2023,National,1.0,3
Gold Coast,Ethan Read,2023,National,1.0,9
Gold Coast,Jake Rogers,2023,National,1.0,14
Gold Coast,Will Graham,2023,National,1.0,26
Gold Coast,Sam Day,2023,Pre-Season,1.0,2
Gold Coast,Sam Clohesy,2023,Rookie,1.0,4
Gold Coast,Will Rowlands,2023,Rookie,2.0,18
Gold Coast,Jack Mahony,2023,Rookie,3.0,24
Gold Coast,Jed Walter,2023,National,1.0,3
Gold Coast,Ethan Read,2023,National,1.0,9
Gold Coast,Jake Rogers,2023,National,1.0,14
Gold Coast,Will Graham,2023,National,1.0,26
Gold Coast,Sam Day,2023,Pre-Season,1.0,2
Gold Coast,Sam Clohesy,2023,Rookie,1.0,4
Gold Coast,Will Rowlands,2023,Rookie,2.0,18
Gold Coast,Jack Mahony,2023,Rookie,3.0,24
Gold Coast,Jed Walter,2023,National,1.0,3
Gold Coast,Ethan Read,2023,National,1.0,9
Gold Coast,Jake Rogers,2023,National,1.0,14
Gold Coast,Will Graham,2023,National,1.0,26
Gold Coast,Sam Day,2023,Pre-Season,1.0,2
Gold Coast,Sam Clohesy,2023,Rookie,1.0,4
Gold Coast,Will Rowlands,2023,Rookie,2.0,18
Gold Coast,Jack Mahony,2023,Rookie,3.0,24
Gold Coast,Jed Walter,2023,National,1.0,3
Gold Coast,Ethan Read,2023,National,1.0,9
Gold Coast,Jake Rogers,2023,National,1.0,14
Gold Coast,Will Graham,2023,National,1.0,26
Gold Coast,Sam Day,2023,Pre-Season,1.0,2
Gold Coast,Sam Clohesy,2023,Rookie,1.0,4
Gold Coast,Will Rowlands,2023,Rookie,2.0,18
Gold Coast,Jack Mahony,2023,Rookie,3.0,24
Gold Coast,Oskar Faulkhead,2022,Mid-Season,1.0,7
Gold Coast,Bailey Humphrey,2022,National,1.0,6
Gold Coast,Connor Blakely,2022,Rookie,1.0,7
Gold Coast,Jake Stein,2022,Rookie,2.0,23
Gold Coast,Oskar Faulkhead,2022,Mid-Season,1.0,7
Gold Coast,Bailey Humphrey,2022,National,1.0,6
Gold Coast,Connor Blakely,2022,Rookie,1.0,7
Gold Coast,Jake Stein,2022,Rookie,2.0,23
Gold Coast,Oskar Faulkhead,2022,Mid-Season,1.0,7
Gold Coast,Bailey Humphrey,2022,National,1.0,6
Gold Coast,Connor Blakely,2022,Rookie,1.0,7
Gold Coast,Jake Stein,2022,Rookie,2.0,23
Gold Coast,Oskar Faulkhead,2022,Mid-Season,1.0,7
Gold Coast,Bailey Humphrey,2022,National,1.0,6
Gold Coast,Connor Blakely,2022,Rookie,1.0,7
Gold Coast,Jake Stein,2022,Rookie,2.0,23
Gold Coast,Oskar Faulkhead,2022,Mid-Season,1.0,7
Gold Coast,Bailey Humphrey,2022,National,1.0,6
Gold Coast,Connor Blakely,2022,Rookie,1.0,7
Gold Coast,Jake Stein,2022,Rookie,2.0,23
Gold Coast,Oskar Faulkhead,2022,Mid-Season,1.0,7
Gold Coast,Bailey Humphrey,2022,National,1.0,6
Gold Coast,Connor Blakely,2022,Rookie,1.0,7
Gold Coast,Jake Stein,2022,Rookie,2.0,23
Gold Coast,Oskar Faulkhead,2022,Mid-Season,1.0,7
Gold Coast,Bailey Humphrey,2022,National,1.0,6
Gold Coast,Connor Blakely,2022,Rookie,1.0,7
Gold Coast,Jake Stein,2022,Rookie,2.0,23
Gold Coast,Ned Moyle,2021,Mid-Season,1.0,5
Gold Coast,Mac Andrew,2021,National,1.0,5
Gold Coast,Charlie Constable,2021,National,6.0,63
Gold Coast,Rory Thompson,2021,Pre-Season,1.0,1
Gold Coast,Levi Casboult,2021,Rookie,1.0,3
Gold Coast,Jez McLennan,2021,Rookie,2.0,21
Gold Coast,Ned Moyle,2021,Mid-Season,1.0,5
Gold Coast,Mac Andrew,2021,National,1.0,5
Gold Coast,Charlie Constable,2021,National,6.0,63
Gold Coast,Rory Thompson,2021,Pre-Season,1.0,1
Gold Coast,Levi Casboult,2021,Rookie,1.0,3
Gold Coast,Jez McLennan,2021,Rookie,2.0,21
Gold Coast,Ned Moyle,2021,Mid-Season,1.0,5
Gold Coast,Mac Andrew,2021,National,1.0,5
Gold Coast,Charlie Constable,2021,National,6.0,63
Gold Coast,Rory Thompson,2021,Pre-Season,1.0,1
Gold Coast,Levi Casboult,2021,Rookie,1.0,3
Gold Coast,Jez McLennan,2021,Rookie,2.0,21
Gold Coast,Ned Moyle,2021,Mid-Season,1.0,5
Gold Coast,Mac Andrew,2021,National,1.0,5
Gold Coast,Charlie Constable,2021,National,6.0,63
Gold Coast,Rory Thompson,2021,Pre-Season,1.0,1
Gold Coast,Levi Casboult,2021,Rookie,1.0,3
Gold Coast,Jez McLennan,2021,Rookie,2.0,21
Gold Coast,Ned Moyle,2021,Mid-Season,1.0,5
Gold Coast,Mac Andrew,2021,National,1.0,5
Gold Coast,Charlie Constable,2021,National,6.0,63
Gold Coast,Rory Thompson,2021,Pre-Season,1.0,1
Gold Coast,Levi Casboult,2021,Rookie,1.0,3
Gold Coast,Jez McLennan,2021,Rookie,2.0,21
Gold Coast,Ned Moyle,2021,Mid-Season,1.0,5
Gold Coast,Mac Andrew,2021,National,1.0,5
Gold Coast,Charlie Constable,2021,National,6.0,63
Gold Coast,Rory Thompson,2021,Pre-Season,1.0,1
Gold Coast,Levi Casboult,2021,Rookie,1.0,3
Gold Coast,Jez McLennan,2021,Rookie,2.0,21
Gold Coast,Ned Moyle,2021,Mid-Season,1.0,5
Gold Coast,Mac Andrew,2021,National,1.0,5
Gold Coast,Charlie Constable,2021,National,6.0,63
Gold Coast,Rory Thompson,2021,Pre-Season,1.0,1
Gold Coast,Levi Casboult,2021,Rookie,1.0,3
Gold Coast,Jez McLennan,2021,Rookie,2.0,21
Gold Coast,Elijah Hollands,2020,National,1.0,7
Gold Coast,Jacob Townsend,2020,Rookie,1.0,5
Gold Coast,Jack Hombsch,2020,Rookie,2.0,20
Gold Coast,Jordan Murdoch,2020,Rookie,3.0,33
Gold Coast,Aiden Fyfe,2020,Rookie,3.0,38
Gold Coast,Rhys Nicholls,2020,Rookie,4.0,40
Gold Coast,Elijah Hollands,2020,National,1.0,7
Gold Coast,Jacob Townsend,2020,Rookie,1.0,5
Gold Coast,Jack Hombsch,2020,Rookie,2.0,20
Gold Coast,Jordan Murdoch,2020,Rookie,3.0,33
Gold Coast,Aiden Fyfe,2020,Rookie,3.0,38
Gold Coast,Rhys Nicholls,2020,Rookie,4.0,40
Gold Coast,Elijah Hollands,2020,National,1.0,7
Gold Coast,Jacob Townsend,2020,Rookie,1.0,5
Gold Coast,Jack Hombsch,2020,Rookie,2.0,20
Gold Coast,Jordan Murdoch,2020,Rookie,3.0,33
Gold Coast,Aiden Fyfe,2020,Rookie,3.0,38
Gold Coast,Rhys Nicholls,2020,Rookie,4.0,40
Gold Coast,Elijah Hollands,2020,National,1.0,7
Gold Coast,Jacob Townsend,2020,Rookie,1.0,5
Gold Coast,Jack Hombsch,2020,Rookie,2.0,20
Gold Coast,Jordan Murdoch,2020,Rookie,3.0,33
Gold Coast,Aiden Fyfe,2020,Rookie,3.0,38
Gold Coast,Rhys Nicholls,2020,Rookie,4.0,40
Gold Coast,Elijah Hollands,2020,National,1.0,7
Gold Coast,Jacob Townsend,2020,Rookie,1.0,5
Gold Coast,Jack Hombsch,2020,Rookie,2.0,20
Gold Coast,Jordan Murdoch,2020,Rookie,3.0,33
Gold Coast,Aiden Fyfe,2020,Rookie,3.0,38
Gold Coast,Rhys Nicholls,2020,Rookie,4.0,40
Gold Coast,Elijah Hollands,2020,National,1.0,7
Gold Coast,Jacob Townsend,2020,Rookie,1.0,5
Gold Coast,Jack Hombsch,2020,Rookie,2.0,20
Gold Coast,Jordan Murdoch,2020,Rookie,3.0,33
Gold Coast,Aiden Fyfe,2020,Rookie,3.0,38
Gold Coast,Rhys Nicholls,2020,Rookie,4.0,40
Gold Coast,Elijah Hollands,2020,National,1.0,7
Gold Coast,Jacob Townsend,2020,Rookie,1.0,5
Gold Coast,Jack Hombsch,2020,Rookie,2.0,20
Gold Coast,Jordan Murdoch,2020,Rookie,3.0,33
Gold Coast,Aiden Fyfe,2020,Rookie,3.0,38
Gold Coast,Rhys Nicholls,2020,Rookie,4.0,40
Gold Coast,Mitch Riordan,2019,Mid-Season,1.0,2
Gold Coast,Matt Rowell,2019,National,1.0,1
Gold Coast,Noah Anderson,2019,National,1.0,2
Gold Coast,Sam Flanders,2019,National,1.0,11
Gold Coast,Jeremy Sharp,2019,National,2.0,27
Gold Coast,Jy Farrar,2019,National,4.0,60
Gold Coast,Joshua Schoenfeld,2019,Rookie,1.0,1
Gold Coast,Connor Budarick,2019,Rookie,2.0,16
Gold Coast,Matt Conroy,2019,Rookie,3.0,29
Gold Coast,Malcolm Rosas,2019,Rookie,4.0,37
Gold Coast,Mitch Riordan,2019,Mid-Season,1.0,2
Gold Coast,Matt Rowell,2019,National,1.0,1
Gold Coast,Noah Anderson,2019,National,1.0,2
Gold Coast,Sam Flanders,2019,National,1.0,11
Gold Coast,Jeremy Sharp,2019,National,2.0,27
Gold Coast,Jy Farrar,2019,National,4.0,60
Gold Coast,Joshua Schoenfeld,2019,Rookie,1.0,1
Gold Coast,Connor Budarick,2019,Rookie,2.0,16
Gold Coast,Matt Conroy,2019,Rookie,3.0,29
Gold Coast,Malcolm Rosas,2019,Rookie,4.0,37
Gold Coast,Mitch Riordan,2019,Mid-Season,1.0,2
Gold Coast,Matt Rowell,2019,National,1.0,1
Gold Coast,Noah Anderson,2019,National,1.0,2
Gold Coast,Sam Flanders,2019,National,1.0,11
Gold Coast,Jeremy Sharp,2019,National,2.0,27
Gold Coast,Jy Farrar,2019,National,4.0,60
Gold Coast,Joshua Schoenfeld,2019,Rookie,1.0,1
Gold Coast,Connor Budarick,2019,Rookie,2.0,16
Gold Coast,Matt Conroy,2019,Rookie,3.0,29
Gold Coast,Malcolm Rosas,2019,Rookie,4.0,37
Gold Coast,Mitch Riordan,2019,Mid-Season,1.0,2
Gold Coast,Matt Rowell,2019,National,1.0,1
Gold Coast,Noah Anderson,2019,National,1.0,2
Gold Coast,Sam Flanders,2019,National,1.0,11
Gold Coast,Jeremy Sharp,2019,National,2.0,27
Gold Coast,Jy Farrar,2019,National,4.0,60
Gold Coast,Joshua Schoenfeld,2019,Rookie,1.0,1
Gold Coast,Connor Budarick,2019,Rookie,2.0,16
Gold Coast,Matt Conroy,2019,Rookie,3.0,29
Gold Coast,Malcolm Rosas,2019,Rookie,4.0,37
Gold Coast,Mitch Riordan,2019,Mid-Season,1.0,2
Gold Coast,Matt Rowell,2019,National,1.0,1
Gold Coast,Noah Anderson,2019,National,1.0,2
Gold Coast,Sam Flanders,2019,National,1.0,11
Gold Coast,Jeremy Sharp,2019,National,2.0,27
Gold Coast,Jy Farrar,2019,National,4.0,60
Gold Coast,Joshua Schoenfeld,2019,Rookie,1.0,1
Gold Coast,Connor Budarick,2019,Rookie,2.0,16
Gold Coast,Matt Conroy,2019,Rookie,3.0,29
Gold Coast,Malcolm Rosas,2019,Rookie,4.0,37
Gold Coast,Mitch Riordan,2019,Mid-Season,1.0,2
Gold Coast,Matt Rowell,2019,National,1.0,1
Gold Coast,Noah Anderson,2019,National,1.0,2
Gold Coast,Sam Flanders,2019,National,1.0,11
Gold Coast,Jeremy Sharp,2019,National,2.0,27
Gold Coast,Jy Farrar,2019,National,4.0,60
Gold Coast,Joshua Schoenfeld,2019,Rookie,1.0,1
Gold Coast,Connor Budarick,2019,Rookie,2.0,16
Gold Coast,Matt Conroy,2019,Rookie,3.0,29
Gold Coast,Malcolm Rosas,2019,Rookie,4.0,37
Gold Coast,Mitch Riordan,2019,Mid-Season,1.0,2
Gold Coast,Matt Rowell,2019,National,1.0,1
Gold Coast,Noah Anderson,2019,National,1.0,2
Gold Coast,Sam Flanders,2019,National,1.0,11
Gold Coast,Jeremy Sharp,2019,National,2.0,27
Gold Coast,Jy Farrar,2019,National,4.0,60
Gold Coast,Joshua Schoenfeld,2019,Rookie,1.0,1
Gold Coast,Connor Budarick,2019,Rookie,2.0,16
Gold Coast,Matt Conroy,2019,Rookie,3.0,29
Gold Coast,Malcolm Rosas,2019,Rookie,4.0,37
Gold Coast,Jack Lukosius,2018,National,1.0,2
Gold Coast,Izak Rankine,2018,National,1.0,3
Gold Coast,Ben King,2018,National,1.0,6
Gold Coast,Jez McLennan,2018,National,1.0,23
Gold Coast,Caleb Graham,2018,National,5.0,71
Gold Coast,Michael Rischitelli,2018,Rookie,1.0,2
Gold Coast,Jack Leslie,2018,Rookie,2.0,20
Gold Coast,Bradley Scheer,2018,Rookie,3.0,36
Gold Coast,Harrison Wigg,2018,Rookie,4.0,47
Gold Coast,Jack Lukosius,2018,National,1.0,2
Gold Coast,Izak Rankine,2018,National,1.0,3
Gold Coast,Ben King,2018,National,1.0,6
Gold Coast,Jez McLennan,2018,National,1.0,23
Gold Coast,Caleb Graham,2018,National,5.0,71
Gold Coast,Michael Rischitelli,2018,Rookie,1.0,2
Gold Coast,Jack Leslie,2018,Rookie,2.0,20
Gold Coast,Bradley Scheer,2018,Rookie,3.0,36
Gold Coast,Harrison Wigg,2018,Rookie,4.0,47
Gold Coast,Jack Lukosius,2018,National,1.0,2
Gold Coast,Izak Rankine,2018,National,1.0,3
Gold Coast,Ben King,2018,National,1.0,6
Gold Coast,Jez McLennan,2018,National,1.0,23
Gold Coast,Caleb Graham,2018,National,5.0,71
Gold Coast,Michael Rischitelli,2018,Rookie,1.0,2
Gold Coast,Jack Leslie,2018,Rookie,2.0,20
Gold Coast,Bradley Scheer,2018,Rookie,3.0,36
Gold Coast,Harrison Wigg,2018,Rookie,4.0,47
Gold Coast,Jack Lukosius,2018,National,1.0,2
Gold Coast,Izak Rankine,2018,National,1.0,3
Gold Coast,Ben King,2018,National,1.0,6
Gold Coast,Jez McLennan,2018,National,1.0,23
Gold Coast,Caleb Graham,2018,National,5.0,71
Gold Coast,Michael Rischitelli,2018,Rookie,1.0,2
Gold Coast,Jack Leslie,2018,Rookie,2.0,20
Gold Coast,Bradley Scheer,2018,Rookie,3.0,36
Gold Coast,Harrison Wigg,2018,Rookie,4.0,47
Gold Coast,Jack Lukosius,2018,National,1.0,2
Gold Coast,Izak Rankine,2018,National,1.0,3
Gold Coast,Ben King,2018,National,1.0,6
Gold Coast,Jez McLennan,2018,National,1.0,23
Gold Coast,Caleb Graham,2018,National,5.0,71
Gold Coast,Michael Rischitelli,2018,Rookie,1.0,2
