Team,Jumper_No,Player,DOB,Height,Position,Games,Age,Origin,Contract_Expiry,FA_Status,Draft_Year,Draft_Type,Draft_Round,Draft_Pick,Overall_Rating,data_provider_id,Team_API,Position_API,Athleticism_Rating,Kicking_Rating,Marking_Rating,Handballing_Rating,Tackling & Pressure_Rating,Hit-Ups & Groundball_Rating,Ruck_Rating
Geelong,24,Jed Bews,1993-12-14,186.0,Defender,175,32yr 3mth,Geelong Falcons,2026.0,Unrestricted Free Agent,2011.0,National,5.0,86.0,2.42,J.Bews 14/12/1993,GFC,GD,,,,,,,
Geelong,46,Mark Blicavs,1991-03-28,198.0,Ruck,297,34yr 11mth,Geelong Vfl,2026.0,Unrestricted Free Agent,2011.0,Rookie,3.0,54.0,2.48,M.Blicavs 28/3/1991,GFC,R,,,,,,,
Geelong,12,Jack Bowes,1998-01-26,189.0,Midfield,143,28yr 1mth,Cairns,2026.0,Non-Free Agent,2016.0,National,1.0,10.0,2.77,J.Bowes 26/1/1998,GFC,W,,,,,,,
Geelong,4,Tanner Bruhn,2002-05-27,184.0,Midfield,68,23yr 9mth,Geelong Falcons,2027.0,Non-Free Agent,2020.0,National,1.0,12.0,,,,,,,,,,,
Geelong,41,Cillian Burke,2003-03-29,192.0,Defender,0,22yr 11mth,Kerry GAA,2026.0,Non-Free Agent,,,,,,,,,,,,,,,
Geelong,5,Jeremy Cameron,1993-04-01,196.0,Forward,281,32yr 11mth,Dartmoor,2027.0,Non-Free Agent,,,,,3.25,J.Cameron 1/4/1993,GFC,KF,,,,,,,
Geelong,13,Jhye Clark,2004-07-23,181.0,Midfield,28,21yr 7mth,Geelong Falcons,2026.0,Non-Free Agent,2022.0,National,1.0,8.0,2.13,J.Clark 23/7/2004,GFC,W,,,,,,,
Geelong,45,Bradley Close,1998-07-30,183.0,Forward,129,27yr 7mth,Glenelg,2028.0,Restricted Free Agent,2019.0,Rookie,1.0,14.0,,,,,,,,,,,
Geelong,6,Toby Conway,2003-04-24,206.0,Ruck,6,22yr 10mth,Geelong Falcons,2027.0,Non-Free Agent,2021.0,National,2.0,24.0,,,,,,,,,,,
Geelong,35,Patrick Dangerfield,1990-04-05,189.0,Forward,361,35yr 11mth,Geelong Falcons,2026.0,Unrestricted Free Agent,2007.0,National,1.0,10.0,3.31,P.Dangerfield 5/4/1990,GFC,GF,,,,,,,
Geelong,16,Sam De Koning,2001-02-26,204.0,Defender,87,25yr,Dandenong Stingrays,2027.0,Restricted Free Agent,2019.0,National,1.0,19.0,2.69,S.De Koning 26/2/2001,GFC,KD,,,,,,,
Geelong,28,Ollie Dempsey,2003-01-07,187.0,Midfield,60,23yr 2mth,Carey Grammar,2029.0,Restricted Free Agent,2021.0,Rookie,1.0,15.0,,,,,,,,,,,
Geelong,27,Nick Driscoll,2000-01-01,,Midfield,0,26yr 2mth,Northern Knights,2026.0,Unknown,2025.0,Rookie,3.0,28.0,,,,,,,,,,,
Geelong,11,Mitchell Edwards,2005-06-02,206.0,Ruck,1,20yr 9mth,Peel Thunder,2027.0,Non-Free Agent,2023.0,National,2.0,32.0,,,,,,,,,,,
Geelong,39,Zach Guthrie,1998-06-30,188.0,Defender,130,27yr 8mth,Calder Cannons,2028.0,Unrestricted Free Agent,2016.0,Rookie,2.0,33.0,2.74,Z.Guthrie 30/6/1998,GFC,GD,,,,,,,
Geelong,38,Jack Henry,1998-08-29,192.0,Defender,166,27yr 6mth,Geelong Falcons,2029.0,Unrestricted Free Agent,2016.0,Rookie,1.0,16.0,2.66,J.Henry 29/8/1998,GFC,KD,,,,,,,
Geelong,36,Oliver Henry,2002-07-29,189.0,Forward,86,23yr 7mth,Geelong Falcons,2027.0,Non-Free Agent,2020.0,National,1.0,17.0,2.18,O.Henry 29/7/2002,GFC,KF,,,,,,,
Geelong,23,Lennox Hoffman,2006-08-08,191.0,Defender,0,19yr 7mth,Sandringham Dragons,2026.0,Non-Free Agent,2024.0,National,4.0,66.0,,,,,,,,,,,
Geelong,22,Hunter Holmes,2007-02-19,188.0,Midfield,0,19yr 1mth,Oakleigh Chargers,2027.0,Unknown,2025.0,National,2.0,33.0,,,,,,,,,,,
Geelong,9,Max Holmes,2002-08-29,190.0,Midfield,104,23yr 6mth,Sandringham Dragons,2028.0,Restricted Free Agent,2020.0,National,1.0,20.0,2.96,M.Holmes 29/8/2002,GFC,M,,,,,,,
Geelong,17,Lawson Humphries,2003-04-24,182.0,Defender,38,22yr 10mth,Swan Districts,2028.0,Non-Free Agent,2023.0,National,5.0,63.0,2.4,L.Humphries 24/4/2003,GFC,GD,,,,,,,
Geelong,10,Mitchell Knevitt,2003-01-08,193.0,Midfield,22,23yr 2mth,Geelong Falcons,2026.0,Non-Free Agent,2021.0,National,2.0,25.0,,,,,,,,,,,
Geelong,8,Jake Kolodjashnij,1995-08-09,193.0,Defender,198,30yr 7mth,Launceston,2026.0,Unrestricted Free Agent,2013.0,National,3.0,41.0,,,,,,,,,,,
Geelong,7,Shaun Mannagh,1997-08-06,178.0,Forward,37,28yr 7mth,Werribee,2026.0,Non-Free Agent,2023.0,National,2.0,36.0,3.39,S.Mannagh 6/8/1997,GFC,GF,,,,,,,
Geelong,19,Jack Martin,1995-01-29,186.0,Forward,166,31yr 1mth,Geraldton,2026.0,Unrestricted Free Agent,2019.0,Pre-Season,1.0,1.0,2.92,J.Martin 29/1/1995,GFC,GF,,,,,,,
Geelong,31,Keighton Matofai-Forbes,2006-02-02,188.0,DefenderForward,0,20yr 1mth,Western Jets,2026.0,Non-Free Agent,2025.0,Rookie,2.0,23.0,,,,,,,,,,,
Geelong,25,Jesse Mellor,2007-01-04,185.0,Forward,0,19yr 2mth,Geelong Falcons,2027.0,Unknown,,,,,,,,,,,,,,,
Geelong,32,Gryan Miers,1999-03-30,179.0,Forward,157,26yr 11mth,Geelong Falcons,2028.0,Unrestricted Free Agent,2017.0,National,4.0,57.0,3.24,G.Miers 30/3/1999,GFC,GF,,,,,,,
Geelong,20,Jacob Molier,2006-10-11,201.0,Ruck,0,19yr 5mth,Sturt,2026.0,Non-Free Agent,2024.0,National,3.0,52.0,,,,,,,,,,,
Geelong,34,Oisin Mullin,2000-02-11,182.0,DefenderMidfield,45,26yr 1mth,Mayo,2027.0,Non-Free Agent,,,,,2.16,O.Mullin 11/2/2000,GFC,GD,,,,,,,
Geelong,33,Shannon Neale,2002-07-25,203.0,Forward,47,23yr 7mth,South Fremantle,2028.0,Restricted Free Agent,2020.0,National,2.0,33.0,2.79,S.Neale 25/7/2002,GFC,KF,,,,,,,
Geelong,42,Mark O'Connor,1997-01-17,189.0,Defender,149,29yr 2mth,Ireland,2026.0,Unrestricted Free Agent,,,,,2.54,M.O'Connor 17/1/1997,GFC,GD,,,,,,,
Geelong,14,Connor O'Sullivan,2005-05-19,198.0,Defender,28,20yr 10mth,Murray Bushrangers,2028.0,Non-Free Agent,2023.0,National,1.0,11.0,2.69,C.O'Sullivan 19/5/2005,GFC,KD,,,,,,,
Geelong,37,Joe Pike,2005-05-17,203.0,Ruck,0,20yr 10mth,Geelong Falcons,2026.0,Non-Free Agent,2024.0,Rookie,3.0,31.0,,,,,,,,,,,
Geelong,2,Jay Polkinghorne,2006-06-02,191.0,Forward,0,19yr 9mth,Norwood,2026.0,Non-Free Agent,2024.0,National,3.0,44.0,,,,,,,,,,,
Geelong,3,Bailey Smith,2000-12-07,185.0,Midfield,128,25yr 3mth,Sandringham Dragons,2031.0,Non-Free Agent,2018.0,National,1.0,7.0,3.01,B.Smith 7/12/2000,GFC,M,,,,,,,
Geelong,1,Rhys Stanley,1990-12-01,200.0,Ruck,229,35yr 3mth,West Adelaide,2026.0,Unrestricted Free Agent,2008.0,National,3.0,47.0,2.12,R.Stanley 1/12/1990,GFC,R,,,,,,,
Geelong,18,Tyson Stengle,1998-10-19,175.0,Forward,109,27yr 5mth,Woodville West Torrens,2029.0,Unrestricted Free Agent,2016.0,Rookie,1.0,6.0,2.82,T.Stengle 19/10/1998,GFC,GF,,,,,,,
Geelong,15,George Stevens,2005-04-14,189.0,Midfield,2,20yr 11mth,Greater Western Victoria Rebels,2026.0,Unrestricted Free Agent,2025.0,Rookie,1.0,13.0,2.24,G.Stevens 14/4/2005,GFC,M,,,,,,,
Geelong,44,Thomas Stewart,1993-03-15,190.0,Defender,193,33yr,Geelong Vfl,2027.0,Unrestricted Free Agent,2016.0,National,2.0,40.0,,,,,,,,,,,
Geelong,21,Oliver Wiltshire,2002-09-15,180.0,Forward,2,23yr 6mth,Barwon Heads,2026.0,Non-Free Agent,2023.0,National,5.0,61.0,,,,,,,,,,,
Geelong,29,James Worpel,1999-01-24,186.0,Midfield,149,27yr 1mth,Geelong Falcons,2029.0,Unrestricted Free Agent,2017.0,National,3.0,45.0,2.46,J.Worpel 24/1/1999,HFC,M,,,,,,,
Gold Coast,48,Oscar Adams,2003-07-23,197.0,Defender,10,22yr 7mth,Glenelg,2026.0,Unrestricted Free Agent,2025.0,Mid-Season,1.0,7.0,1.46,O.Adams 23/7/2003,GCFC,KD,,,,,,,
Gold Coast,38,Beau Addinsall,2007-03-09,182.0,Midfield,0,19yr,Gold Coast Suns Academy,2028.0,Unknown,2025.0,National,1.0,18.0,,,,,,,,,,,
Gold Coast,15,Noah Anderson,2001-02-17,192.0,Midfield,132,25yr 1mth,Oakleigh Chargers,2027.0,Restricted Free Agent,2019.0,National,1.0,2.0,3.04,N.Anderson 17/2/2001,GCFC,M,,,,,,,
Gold Coast,1,Mac Andrew,2003-12-04,202.0,Defender,68,22yr 3mth,Dandenong Stingrays,2030.0,Restricted Free Agent,2021.0,National,1.0,5.0,2.73,M.Andrew 4/12/2003,GCFC,KD,,,,,,,
Gold Coast,10,Charlie Ballard,1999-07-23,196.0,Defender,135,26yr 7mth,Sturt,2029.0,Unrestricted Free Agent,2017.0,National,3.0,42.0,2.61,C.Ballard 23/7/1999,GCFC,KD,,,,,,,
Gold Coast,31,Cooper Bell,2006-11-30,199.0,DefenderForward,0,19yr 3mth,Belconnen,2026.0,Non-Free Agent,2024.0,National,3.0,49.0,,,,,,,,,,,
Gold Coast,33,Sam Clohesy,2002-12-12,189.0,Midfield,37,23yr 3mth,Werribee,2028.0,Non-Free Agent,2023.0,Rookie,1.0,4.0,2.61,S.Clohesy 12/12/2002,GCFC,W,,,,,,,
Gold Coast,25,Samuel Collins,1994-06-15,194.0,Defender,152,31yr 9mth,Box Hill Hawks,2028.0,Unrestricted Free Agent,2015.0,National,4.0,55.0,,,,,,,,,,,
Gold Coast,43,Koby Coulson,2007-07-31,180.0,Midfield,0,18yr 7mth,Gold Coast Suns Academy,2027.0,Unknown,2025.0,National,3.0,46.0,,,,,,,,,,,
Gold Coast,5,Alex Davies,2002-03-18,193.0,Midfield,43,24yr,Suns Academy,2026.0,Non-Free Agent,,,,,2.32,A.Davies 18/3/2002,GCFC,M,,,,,,,
Gold Coast,42,Asher Eastham,2006-05-13,190.0,Forward,0,19yr 10mth,Gippsland Power,2026.0,Non-Free Agent,2024.0,Rookie,2.0,17.0,,,,,,,,,,,
Gold Coast,36,Zak Evans,2000-03-26,190.0,Midfield,0,25yr 11mth,Melbourne Renegades,2026.0,Non-Free Agent,,,,,,,,,,,,,,,
Gold Coast,50,Jy Farrar,1996-12-07,190.0,Forward,44,29yr 3mth,Scotch OC,2026.0,Non-Free Agent,2019.0,National,4.0,60.0,2.88,J.Farrar 7/12/1996,GCFC,GF,,,,,,,
Gold Coast,46,Caleb Graham,2000-09-12,194.0,Defender,37,25yr 6mth,Gold Coast Academy,2026.0,Restricted Free Agent,2018.0,National,5.0,71.0,,,,,,,,,,,
Gold Coast,26,Will Graham,2005-07-27,186.0,Forward,28,20yr 7mth,Palm Beach Currumbin AFC,2027.0,Non-Free Agent,2023.0,National,1.0,26.0,2.75,W.Graham 27/7/2005,GCFC,GF,,,,,,,
Gold Coast,39,Lachlan Gulbin,2006-11-24,187.0,Forward,1,19yr 3mth,Broadbeach,2026.0,Non-Free Agent,,,,,,,,,,,,,,,
Gold Coast,12,Elliott Himmelberg,1998-06-04,196.0,Forward,50,27yr 9mth,Redlands,2027.0,Non-Free Agent,2016.0,National,3.0,51.0,,,,,,,,,,,
Gold Coast,7,Nicholas Holman,1995-05-29,188.0,MidfieldForward,147,30yr 9mth,Central District,2026.0,Unrestricted Free Agent,2013.0,National,3.0,51.0,,,,,,,,,,,
Gold Coast,19,Bailey Humphrey,2004-09-11,186.0,MidfieldForward,65,21yr 6mth,Gippsland Power,2028.0,Non-Free Agent,2022.0,National,1.0,6.0,2.52,B.Humphrey 11/9/2004,GCFC,M,,,,,,,
Gold Coast,16,Joel Jeffrey,2002-03-12,192.0,Defender,56,24yr,Suns Academy,2028.0,Restricted Free Agent,,,,,2.8,J.Jeffrey 12/3/2002,GCFC,GD,,,,,,,
Gold Coast,44,Ben Jepson,2001-10-10,184.0,Midfield,1,24yr 5mth,Coburg,2026.0,Unrestricted Free Agent,2025.0,Rookie,1.0,10.0,,,,,,,,,,,
Gold Coast,34,Ben King,2000-07-07,202.0,Forward,123,25yr 8mth,Sandringham Dragons,2026.0,Restricted Free Agent,2018.0,National,1.0,6.0,2.61,B.King 7/7/2000,GCFC,KF,,,,,,,
Gold Coast,37,Max Knobel,2004-06-27,206.0,Ruck,0,21yr 8mth,Gippsland Power,2027.0,Non-Free Agent,2022.0,National,3.0,42.0,,,,,,,,,,,
Gold Coast,45,Caleb Lewis,2003-09-29,198.0,Forward,0,22yr 5mth,Casey,2026.0,Non-Free Agent,2025.0,Mid-Season,1.0,14.0,,,,,,,,,,,
Gold Coast,8,Leo Lombard,2006-10-05,179.0,Forward,7,19yr 5mth,Broadbeach,2027.0,Non-Free Agent,2024.0,National,1.0,9.0,,,,,,,,,,,
Gold Coast,22,Ben Long,1997-08-21,186.0,Forward,138,28yr 7mth,Nt Thunder,2029.0,Non-Free Agent,2016.0,National,2.0,25.0,2.92,B.Long 21/8/1997,GCFC,GF,,,,,,,
Gold Coast,11,Touk Miller,1996-02-22,178.0,Midfield,217,30yr 1mth,Calder Cannons,2027.0,Unrestricted Free Agent,2014.0,National,2.0,29.0,2.75,T.Miller 22/2/1996,GCFC,M,,,,,,,
Gold Coast,23,Ned Moyle,2002-02-15,206.0,Ruck,13,24yr 1mth,Oakleigh Chargers,2028.0,Restricted Free Agent,2021.0,Mid-Season,1.0,5.0,2.2,N.Moyle 15/2/2002,GCFC,R,,,,,,,
Gold Coast,35,Jai Murray,2007-03-09,185.0,Midfield,0,19yr,Gold Coast Suns Academy,2028.0,Unknown,2025.0,National,1.0,17.0,,,,,,,,,,,
Gold Coast,2,John Noble,1997-03-25,180.0,Defender,140,28yr 11mth,West Adelaide,2026.0,Non-Free Agent,2019.0,Mid-Season,1.0,14.0,2.76,J.Noble 25/3/1997,GCFC,GD,,,,,,,
Gold Coast,30,Dylan Patterson,2007-09-01,184.0,Defender,0,18yr 6mth,Gold Coast Suns Academy,2028.0,Unknown,2025.0,National,1.0,5.0,,,,,,,,,,,
Gold Coast,3,Christian Petracca,1996-01-04,187.0,MidfieldForward,215,30yr 2mth,Eastern Ranges,2029.0,Unrestricted Free Agent,2014.0,National,1.0,2.0,2.76,C.Petracca 4/1/1996,MFC,M,,,,,,,
Gold Coast,27,Wil Powell,1999-08-26,188.0,Defender,133,26yr 6mth,Claremont,2029.0,Unrestricted Free Agent,2017.0,National,1.0,19.0,2.85,W.Powell 26/8/1999,GCFC,GD,,,,,,,
Gold Coast,20,Ethan Read,2005-07-07,202.0,Forward,28,20yr 8mth,Palm Beach Currumbin AFC,2028.0,Non-Free Agent,2023.0,National,1.0,9.0,2.27,E.Read 7/7/2005,GCFC,KF,,,,,,,
Gold Coast,17,Daniel Rioli,1997-04-16,179.0,Defender,206,28yr 11mth,North Ballarat Rebels,2029.0,Non-Free Agent,2015.0,National,1.0,15.0,2.68,D.Rioli 16/4/1997,GCFC,GD,,,,,,,
Gold Coast,29,Jake Rogers,2005-03-02,172.0,Forward,20,21yr,Broadbeach AFC,2026.0,Non-Free Agent,2023.0,National,1.0,14.0,2.19,J.Rogers 2/3/2005,GCFC,GF,,,,,,,
Gold Coast,18,Matt Rowell,2001-07-01,180.0,Midfield,110,24yr 8mth,Oakleigh Chargers,2027.0,Restricted Free Agent,2019.0,National,1.0,1.0,3.3,M.Rowell 1/7/2001,GCFC,M,,,,,,,
Gold Coast,41,Avery Thomas,2007-09-20,185.0,Defender,0,18yr 6mth,Tasmania Devils,2027.0,Unknown,2025.0,National,2.0,28.0,,,,,,,,,,,
Gold Coast,9,Jamarra Ugle-Hagan,2002-04-04,197.0,Forward,67,23yr 11mth,Oakleigh Chargers,2026.0,Non-Free Agent,2020.0,National,1.0,1.0,,,,,,,,,,,
Gold Coast,6,Bodhi Uwland,2003-07-25,188.0,Defender,52,22yr 7mth,Allies,2026.0,Non-Free Agent,,,,,2.71,B.Uwland 25/7/2003,GCFC,GD,,,,,,,
Gold Coast,32,Zeke Uwland,2007-04-24,179.0,DefenderMidfield,3,18yr 10mth,Gold Coast Suns Academy,2028.0,Unknown,2025.0,National,1.0,2.0,,,,,,,,,,,
Gold Coast,4,Jed Walter,2005-06-08,195.0,Forward,30,20yr 9mth,Palm Beach Currumbin AFC,2026.0,Non-Free Agent,2023.0,National,1.0,3.0,2.17,J.Walter 8/6/2005,GCFC,KF,,,,,,,
Gold Coast,14,Lachlan Weller,1996-02-23,182.0,Midfield,164,30yr,Southport,2026.0,Restricted Free Agent,2014.0,National,1.0,13.0,,,,,,,,,,,
Gold Coast,28,Jarrod Witts,1992-09-13,209.0,Ruck,208,33yr 6mth,Sydney University,2026.0,Unrestricted Free Agent,2011.0,National,4.0,67.0,2.74,J.Witts 13/9/1992,GCFC,R,,,,,,,
GWS Giants,21,Leek Aleer,2001-08-21,194.0,Defender,25,24yr 7mth,Central District,2027.0,Non-Free Agent,2021.0,National,1.0,15.0,2.4,L.Aleer 21/8/2001,GWS,KD,,,,,,,
GWS Giants,29,Cody Angove,2006-05-28,182.0,Forward,4,19yr 9mth,Claremont,2028.0,Non-Free Agent,2024.0,National,1.0,24.0,1.99,C.Angove 28/5/2006,GWS,GF,,,,,,,
GWS Giants,9,Ryan Angwin,2002-12-12,185.0,Midfield,33,23yr 3mth,Gippsland Power,2028.0,Restricted Free Agent,2020.0,National,1.0,18.0,2.84,R.Angwin 12/12/2002,GWS,W,,,,,,,
GWS Giants,7,Lachlan Ash,2001-06-21,188.0,Defender,128,24yr 9mth,Murray Bushrangers,2027.0,Restricted Free Agent,2019.0,National,1.0,4.0,,,,,,,,,,,
GWS Giants,14,Toby Bedford,2000-05-27,179.0,MidfieldForward,83,25yr 9mth,Dandenong Stingrays,2029.0,Non-Free Agent,2018.0,National,5.0,75.0,2.01,T.Bedford 27/5/2000,GWS,M,,,,,,,
GWS Giants,32,Kieren Briggs,1999-10-06,201.0,Ruck,73,26yr 5mth,Pennant Hills,2026.0,Restricted Free Agent,2018.0,National,2.0,34.0,2.35,K.Briggs 6/10/1999,GWS,R,,,,,,,
GWS Giants,46,Callum Brown,2000-08-15,188.0,Forward,67,25yr 7mth,County Derry,2028.0,Unrestricted Free Agent,2016.0,National,2.0,35.0,2.71,C.Brown 15/8/2000,GWS,GF,,,,,,,
GWS Giants,44,Jack Buckley,1997-12-17,195.0,Defender,88,28yr 3mth,Swans Academy,2030.0,Unrestricted Free Agent,,,,,2.78,J.Buckley 17/12/1997,GWS,KD,,,,,,,
GWS Giants,5,Aaron Cadman,2004-03-03,195.0,Forward,59,22yr,Greater Western Victoria Rebels,2030.0,Restricted Free Agent,2022.0,National,1.0,1.0,2.62,A.Cadman 3/3/2004,GWS,KF,,,,,,,
GWS Giants,17,Finn Callaghan,2003-04-26,192.0,Midfield,74,22yr 10mth,Sandringham Dragons,2029.0,Restricted Free Agent,2021.0,National,1.0,3.0,2.97,F.Callaghan 26/4/2003,GWS,M,,,,,,,
GWS Giants,3,Stephen Coniglio,1993-12-15,182.0,Midfield,230,32yr 3mth,Swan Districts,2026.0,Unrestricted Free Agent,2011.0,National,1.0,2.0,2.06,S.Coniglio 15/12/1993,GWS,M,,,,,,,
GWS Giants,16,Brent Daniels,1999-03-09,172.0,Forward,112,27yr,Bendigo Pioneers,2031.0,Unrestricted Free Agent,2017.0,National,2.0,27.0,2.45,B.Daniels 9/3/1999,GWS,GF,,,,,,,
GWS Giants,45,Finnegan Davis,2007-01-21,188.0,Defender,0,19yr 2mth,Western Jets,2027.0,Unknown,2025.0,National,3.0,51.0,,,,,,,,,,,
GWS Giants,38,Josaia Delana,2006-07-01,176.0,Forward,6,19yr 8mth,East Coast Eagles,2026.0,Non-Free Agent,,,,,,,,,,,,,,,
GWS Giants,37,Joseph Fonti,2004-12-24,189.0,Defender,25,21yr 2mth,Claremont,2027.0,Non-Free Agent,2023.0,National,2.0,44.0,,,,,,,,,,,
GWS Giants,11,Phoenix Gothard,2005-09-07,179.0,Forward,3,20yr 6mth,Murray Bushrangers,2026.0,Non-Free Agent,2023.0,National,1.0,12.0,,,,,,,,,,,
GWS Giants,12,Tom Green,2001-01-23,192.0,Midfield,115,25yr 1mth,GWS Giants Academy,2027.0,Restricted Free Agent,2019.0,National,1.0,10.0,3.14,T.Green 23/1/2001,GWS,M,,,,,,,
GWS Giants,4,Toby Greene,1993-09-25,182.0,Forward,264,32yr 5mth,Oakleigh Chargers,2026.0,Unrestricted Free Agent,2011.0,National,1.0,11.0,3.49,T.Greene 25/9/1993,GWS,GF,,,,,,,
GWS Giants,35,Max Gruzewski,2004-07-21,192.0,Forward,14,21yr 8mth,Oakleigh Chargers,2026.0,Non-Free Agent,2022.0,National,2.0,22.0,2.19,M.Gruzewski 21/7/2004,GWS,KF,,,,,,,
GWS Giants,43,Riley Hamilton,2006-08-15,189.0,MidfieldForward,0,19yr 7mth,Ainslie,2027.0,Unknown,,,,,,,,,,,,,,,
GWS Giants,13,Oliver Hannaford,2006-09-01,180.0,MidfieldForward,0,19yr 6mth,Greater Western Victoria Rebels,2027.0,Non-Free Agent,2024.0,National,1.0,18.0,,,,,,,,,,,
GWS Giants,27,Harrison Himmelberg,1996-05-08,195.0,Defender,204,29yr 10mth,Mangoplah Cookardinia United Eastlakes,2029.0,Unrestricted Free Agent,2015.0,National,1.0,16.0,,,,,,,,,,,
GWS Giants,23,Jesse Hogan,1995-02-12,196.0,Forward,184,31yr 1mth,Claremont,2026.0,Non-Free Agent,,,,,2.94,J.Hogan 12/2/1995,GWS,KF,,,,,,,
GWS Giants,39,Connor Idun,2000-07-29,193.0,Defender,120,25yr 7mth,Geelong Falcons,2032.0,Unrestricted Free Agent,2018.0,National,4.0,61.0,2.9,C.Idun 29/7/2000,GWS,GD,,,,,,,
GWS Giants,2,Darcy Jones,2004-04-03,175.0,Forward,37,21yr 11mth,Swan Districts,2028.0,Non-Free Agent,2022.0,National,1.0,21.0,2.77,D.Jones 3/4/2004,GWS,GF,,,,,,,
GWS Giants,22,Joshua Kelly,1995-02-12,184.0,Midfield,230,31yr 1mth,Sandringham Dragons,2029.0,Unrestricted Free Agent,2013.0,National,1.0,2.0,,,,,,,,,,,
GWS Giants,25,Jayden Laverde,1996-04-12,193.0,Defender,148,29yr 11mth,Western Jets,2026.0,Unrestricted Free Agent,2014.0,National,1.0,20.0,2.34,J.Laverde 12/4/1996,EFC,KD,,,,,,,
GWS Giants,30,James Leake,2005-10-02,188.0,DefenderForward,3,20yr 5mth,Tasmania Devils,2028.0,Non-Free Agent,2023.0,National,1.0,17.0,1.57,J.Leake 2/10/2005,GWS,GD,,,,,,,
GWS Giants,41,Nick Madden,2004-05-17,204.0,Ruck,3,21yr 10mth,Greater Western Sydney,2026.0,Non-Free Agent,,,,,,,,,,,,,,,
GWS Giants,31,Toby McMullin,2004-08-06,183.0,Midfield,28,21yr 7mth,Sandringham Dragons,2028.0,Non-Free Agent,2022.0,National,2.0,34.0,2.01,T.McMullin 6/8/2004,GWS,W,,,,,,,
GWS Giants,33,Xavier O'Halloran,2000-07-11,187.0,Midfield,93,25yr 8mth,Western Jets,2028.0,Unrestricted Free Agent,2018.0,National,1.0,22.0,1.97,X.O'Halloran 11/7/2000,GWS,M,,,,,,,
GWS Giants,10,Clayton Oliver,1997-07-22,189.0,Midfield,208,28yr 8mth,Murray Bushrangers,2030.0,Unrestricted Free Agent,2015.0,National,1.0,4.0,2.81,C.Oliver 22/7/1997,MFC,M,,,,,,,
GWS Giants,19,Harrison Oliver,2006-06-15,181.0,Defender,0,19yr 9mth,Sandringham Dragons,2027.0,Non-Free Agent,2024.0,National,1.0,19.0,,,,,,,,,,,
GWS Giants,28,Jack Ough,2006-12-15,194.0,Midfield,0,19yr 3mth,Greater Western Victoria Rebels,2028.0,Non-Free Agent,2024.0,National,2.0,36.0,,,,,,,,,,,
GWS Giants,26,Jake Riccardi,1999-11-07,198.0,ForwardRuck,92,26yr 4mth,Werribee,2026.0,Non-Free Agent,2019.0,National,3.0,51.0,2.99,J.Riccardi 7/11/1999,GWS,KF,,,,,,,
GWS Giants,24,Harry Rowston,2004-08-12,182.0,Midfield,20,21yr 7mth,Griffith Swans FNC,2028.0,Non-Free Agent,2022.0,National,1.0,16.0,2.17,H.Rowston 12/8/2004,GWS,M,,,,,,,
GWS Giants,36,Logan Smith,2006-09-24,204.0,Ruck,0,19yr 5mth,Queanbeyan,2028.0,Non-Free Agent,2024.0,National,5.0,71.0,,,,,,,,,,,
GWS Giants,18,Conor Stone,2002-04-22,189.0,Defender,20,23yr 11mth,Oakleigh Chargers,2026.0,Unrestricted Free Agent,2025.0,Rookie,1.0,9.0,1.97,C.Stone 22/4/2002,GWS,GD,,,,,,,
GWS Giants,20,Jake Stringer,1994-04-25,192.0,Forward,230,31yr 10mth,Bendigo Pioneers,2027.0,Non-Free Agent,2025.0,National,5.0,59.0,2.74,J.Stringer 25/4/1994,GWS,GF,,,,,,,
GWS Giants,34,Oskar Taylor,2007-08-01,182.0,Defender,0,18yr 7mth,Eastern Ranges,2028.0,Unknown,2025.0,National,1.0,15.0,,,,,,,,,,,
GWS Giants,15,Sam Taylor,1999-05-05,198.0,Defender,131,26yr 10mth,Swan Districts,2032.0,Unrestricted Free Agent,2017.0,National,2.0,28.0,3.6,S.Taylor 5/5/1999,GWS,KD,,,,,,,
GWS Giants,1,Harvey Thomas,2005-08-08,176.0,Forward,43,20yr 7mth,GWS Giants Academy,2028.0,Non-Free Agent,2023.0,National,4.0,59.0,2.75,H.Thomas 8/8/2005,GWS,GF,,,,,,,
GWS Giants,42,Nathan Wardius,2004-10-12,181.0,Forward,0,21yr 5mth,Rand-Walbundrie-Walla,2027.0,Non-Free Agent,,,,,,,,,,,,,,,
GWS Giants,6,Lachie Whitfield,1994-07-18,185.0,Defender,260,31yr 8mth,Dandenong Stingrays,2027.0,Unrestricted Free Agent,2012.0,National,1.0,1.0,3.14,L.Whitfield 18/7/1994,GWS,GD,,,,,,,
Hawthorn,10,Karl Amon,1995-08-19,181.0,Defender,198,30yr 7mth,Sandringham Dragons,2027.0,Non-Free Agent,2013.0,National,4.0,68.0,2.69,K.Amon 19/8/1995,HFC,GD,,,,,,,
Hawthorn,32,Cody Anderson,2006-01-30,183.0,Midfield,0,20yr 1mth,Eastern Ranges,2026.0,Non-Free Agent,2024.0,National,4.0,64.0,,,,,,,,,,,
Hawthorn,37,Tom Barrass,1995-10-08,197.0,Defender,178,30yr 5mth,Claremont,2028.0,Unrestricted Free Agent,2013.0,National,3.0,43.0,2.73,T.Barrass 8/10/1995,HFC,KD,,,,,,,
