Player,Team,Jumper,Position,Height,DOB,Age,Matches,RatingPoints_Avg,CoachesVotes_Avg,CoachesVotes_Total,TimeOnGround,Supercoach_Avg,DreamTeamPoints_Avg
Thomas Matthews,Melbourne,20,Forward,171.0,2007-02-28,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Steven May,Melbourne,1,Defender,193.0,1992-01-10,34.0,0,0.0,0.0,0,0.0,0.0,0.0
Shane McAdam,Melbourne,23,Forward,186.0,1995-05-28,30.0,0,0.0,0.0,0,0.0,0.0,0.0
Tom McDonald,Melbourne,25,Defender,195.0,1992-09-18,33.0,3,8.2,0.0,0,98.333,62.333,59.667
Jake Melksham,Melbourne,18,Forward,186.0,1991-08-29,34.0,2,4.55,1.0,2,78.5,44.5,39.0
Ricky Mentha,Melbourne,39,DefenderForward,178.0,2006-09-04,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Brody Mihocek,Melbourne,28,Forward,192.0,1993-02-04,33.0,8,5.9,0.0,0,73.5,47.875,49.75
Andy Moniz-Wakefield,Melbourne,45,Defender,182.0,2003-10-26,22.0,0,0.0,0.0,0,0.0,0.0,0.0
Riley Onley,Melbourne,40,Midfield,,2000-01-01,26.0,0,0.0,0.0,0,0.0,0.0,0.0
Harrison Petty,Melbourne,35,DefenderForward,197.0,1999-11-12,26.0,7,4.0,0.0,0,85.857,42.143,40.286
Kysaiah Pickett,Melbourne,36,MidfieldForward,171.0,2001-06-02,24.0,8,19.137,3.875,31,83.375,108.125,104.0
Latrelle Pickett,Melbourne,33,Forward,182.0,2005-12-28,20.0,8,5.287,0.0,0,71.375,35.75,35.0
Trent Rivers,Melbourne,24,Defender,188.0,2001-07-30,24.0,2,7.95,0.0,0,70.0,64.0,77.5
Christian Salem,Melbourne,3,Defender,184.0,1995-07-15,30.0,5,8.58,0.0,0,75.0,76.8,71.6
Harry Sharp,Melbourne,30,Forward,182.0,2002-12-17,23.0,8,11.425,0.0,0,76.625,72.75,63.875
Tom Sparrow,Melbourne,32,MidfieldForward,183.0,2000-05-31,25.0,8,12.262,1.625,13,72.0,83.75,85.5
Jack Steele,Melbourne,9,Midfield,187.0,1995-12-13,30.0,8,14.075,1.875,15,75.25,104.0,102.25
Xavier Taylor,Melbourne,19,Defender,192.0,2007-01-30,19.0,2,5.35,0.0,0,71.0,42.0,29.5
Koltyn Tholstrup,Melbourne,12,DefenderForward,186.0,2005-06-28,20.0,8,6.938,0.0,0,80.125,65.5,60.0
Daniel Turner,Melbourne,10,Defender,194.0,2002-01-28,24.0,7,9.986,0.0,0,85.857,70.286,58.286
Jacob Van Rooyen,Melbourne,2,Forward,193.0,2003-04-16,23.0,8,6.55,1.125,9,82.375,60.25,56.375
Jack Viney,Melbourne,7,Midfield,179.0,1994-04-13,32.0,0,0.0,0.0,0,0.0,0.0,0.0
Kalani White,Melbourne,34,ForwardRuck,201.0,2007-05-05,18.0,0,0.0,0.0,0,0.0,0.0,0.0
Caleb Windsor,Melbourne,6,DefenderMidfield,185.0,2005-06-09,20.0,8,9.562,0.875,7,73.875,65.375,66.875
Jackson Archer,North Melbourne,34,Defender,187.0,2003-01-09,23.0,0,0.0,0.0,0,0.0,0.0,0.0
Zac Banch,North Melbourne,45,Forward,175.0,2003-07-21,22.0,2,0.15,0.0,0,58.0,36.0,34.0
Tom Blamires,North Melbourne,39,DefenderMidfield,181.0,2002-08-13,23.0,7,8.571,0.0,0,79.429,69.857,67.143
Callum Coleman-Jones,North Melbourne,21,Ruck,200.0,1999-06-13,26.0,4,4.0,0.0,0,52.5,40.75,40.0
Charlie Comben,North Melbourne,30,Defender,199.0,2001-07-20,24.0,7,8.829,1.429,10,94.714,71.571,58.429
Aidan Corr,North Melbourne,4,Defender,195.0,1994-05-17,31.0,6,4.95,0.0,0,73.667,48.5,44.0
Paul Curtis,North Melbourne,25,Forward,185.0,2003-03-04,23.0,8,8.775,1.0,8,78.375,77.75,70.0
Caleb Daniel,North Melbourne,5,Defender,171.0,1996-07-07,29.0,8,9.312,1.25,10,85.875,94.5,90.0
Jack Darling,North Melbourne,27,Forward,191.0,1992-06-13,33.0,7,10.771,0.0,0,62.857,71.286,63.714
Luke Davies-Uniacke,North Melbourne,9,Midfield,188.0,1999-06-08,26.0,8,14.45,2.0,16,81.375,112.375,93.25
Wil Dawson,North Melbourne,18,Defender,200.0,2005-12-20,20.0,0,0.0,0.0,0,0.0,0.0,0.0
Lachy Dovaston,North Melbourne,1,Forward,178.0,2007-05-29,18.0,6,2.467,0.0,0,59.167,38.5,38.667
Zane Duursma,North Melbourne,7,DefenderForward,190.0,2005-08-28,20.0,8,6.812,0.0,0,65.625,44.375,37.5
Zac Fisher,North Melbourne,16,Forward,175.0,1998-06-15,27.0,0,0.0,0.0,0,0.0,0.0,0.0
Brayden George,North Melbourne,33,Forward,187.0,2004-01-13,22.0,0,0.0,0.0,0,0.0,0.0,0.0
Taylor Goad,North Melbourne,22,Ruck,207.0,2005-04-28,21.0,0,0.0,0.0,0,0.0,0.0,0.0
Josh Goater,North Melbourne,31,Defender,190.0,2003-06-02,22.0,0,0.0,0.0,0,0.0,0.0,0.0
Robert Hansen,North Melbourne,46,MidfieldForward,182.0,2004-03-13,22.0,0,0.0,0.0,0,0.0,0.0,0.0
Riley Hardeman,North Melbourne,17,Defender,184.0,2005-02-27,21.0,0,0.0,0.0,0,0.0,0.0,0.0
Cooper Harvey,North Melbourne,37,Forward,180.0,2004-07-12,21.0,0,0.0,0.0,0,0.0,0.0,0.0
Jacob Konstanty,North Melbourne,41,Forward,177.0,2004-11-09,21.0,2,4.75,0.0,0,66.5,33.5,31.0
Nick Larkey,North Melbourne,20,Forward,198.0,1998-06-06,27.0,8,10.388,0.625,5,93.25,76.375,62.75
Griffin Logue,North Melbourne,19,Defender,193.0,1998-04-13,28.0,6,6.617,0.0,0,73.667,53.333,43.833
Luke McDonald,North Melbourne,11,Defender,189.0,1995-02-09,31.0,8,6.075,0.0,0,85.375,73.5,71.125
Colby McKercher,North Melbourne,10,Defender,182.0,2005-04-12,21.0,8,8.875,1.25,10,80.75,82.875,78.75
Hugo Mikunda,North Melbourne,28,MidfieldForward,180.0,2007-03-13,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Finn O'Sullivan,North Melbourne,2,DefenderMidfield,182.0,2006-05-30,19.0,6,11.733,1.833,11,81.833,80.5,74.167
Luke Parker,North Melbourne,26,DefenderMidfield,183.0,1992-10-25,33.0,8,12.25,1.375,11,87.75,109.375,90.625
Toby Pink,North Melbourne,32,Defender,194.0,1998-08-11,27.0,5,6.9,0.2,1,90.8,58.8,48.2
Tom Powell,North Melbourne,24,MidfieldForward,184.0,2002-03-02,24.0,8,6.725,0.0,0,76.5,67.625,71.25
Bailey Scott,North Melbourne,8,Midfield,186.0,2000-07-09,25.0,0,0.0,0.0,0,0.0,0.0,0.0
Harry Sheezel,North Melbourne,3,MidfieldForward,185.0,2004-10-13,21.0,8,11.237,3.125,25,80.0,118.5,111.75
Jy Simpkin,North Melbourne,12,MidfieldForward,183.0,1998-03-05,28.0,8,11.15,0.625,5,83.625,82.125,77.125
Charlie Spargo,North Melbourne,13,Forward,172.0,1999-11-25,26.0,4,5.725,0.0,0,66.0,46.0,38.5
Dylan Stephens,North Melbourne,15,Midfield,184.0,2001-01-08,25.0,8,7.962,0.875,7,84.75,81.75,80.875
River Stevens,North Melbourne,36,MidfieldForward,176.0,2006-06-26,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Blake Thredgold,North Melbourne,23,Defender,195.0,2007-08-27,18.0,0,0.0,0.0,0,0.0,0.0,0.0
Cooper Trembath,North Melbourne,47,Forward,193.0,2005-10-17,20.0,8,8.737,0.625,5,80.875,63.125,60.625
Luke Urquhart,North Melbourne,14,Midfield,184.0,2006-09-19,19.0,0,0.0,0.0,0,0.0,0.0,0.0
George Wardlaw,North Melbourne,6,Midfield,182.0,2004-06-11,21.0,5,14.0,0.2,1,58.6,83.4,75.6
Matt Whitlock,North Melbourne,35,DefenderForward,198.0,2006-05-16,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Tristan Xerri,North Melbourne,38,Ruck,202.0,1999-03-15,27.0,5,18.64,4.8,24,82.2,141.8,115.8
Cameron Zurhaar,North Melbourne,44,Forward,190.0,1998-05-22,27.0,8,7.725,0.625,5,77.75,66.875,55.75
Aliir Aliir,Port Adelaide,21,Defender,194.0,1994-09-05,31.0,8,11.988,3.0,24,99.625,89.875,78.875
Tom Anastasopoulos,Port Adelaide,29,Forward,176.0,2005-05-31,20.0,0,0.0,0.0,0,0.0,0.0,0.0
Benny Barrett,Port Adelaide,40,Midfield,172.0,2006-05-01,20.0,0,0.0,0.0,0,0.0,0.0,0.0
Miles Bergman,Port Adelaide,14,Defender,189.0,2001-10-18,24.0,7,6.771,0.0,0,81.571,63.571,61.286
Joe Berry,Port Adelaide,5,Forward,181.0,2006-04-18,20.0,8,6.263,0.0,0,75.125,55.75,54.5
Will Brodie,Port Adelaide,23,Midfield,190.0,1998-08-23,27.0,1,5.9,0.0,0,42.0,67.0,56.0
Jase Burgoyne,Port Adelaide,7,DefenderMidfield,186.0,2003-07-15,22.0,8,7.562,0.625,5,82.375,82.125,79.5
Zak Butters,Port Adelaide,9,Midfield,181.0,2000-09-08,25.0,8,19.038,6.0,48,84.125,124.125,106.125
Darcy Byrne-Jones,Port Adelaide,33,DefenderForward,181.0,1995-09-20,30.0,8,6.925,0.75,6,76.75,73.0,73.25
Tom Cochrane,Port Adelaide,26,Forward,182.0,2006-01-27,20.0,0,0.0,0.0,0,0.0,0.0,0.0
Willem Drew,Port Adelaide,28,Midfield,188.0,1998-10-01,27.0,8,10.575,0.0,0,77.25,85.625,81.25
Corey Durdin,Port Adelaide,44,Forward,173.0,2002-04-14,24.0,8,7.188,0.0,0,76.5,57.125,53.125
Logan Evans,Port Adelaide,22,Defender,189.0,2005-10-07,20.0,8,5.875,0.0,0,85.75,70.75,66.875
Kane Farrell,Port Adelaide,6,Defender,182.0,1999-03-17,27.0,8,8.925,0.75,6,80.0,86.75,83.125
Mitch Georgiades,Port Adelaide,19,Forward,192.0,2001-09-28,24.0,8,7.638,1.0,8,89.875,74.125,73.875
Jason Horne-Francis,Port Adelaide,18,MidfieldForward,185.0,2003-06-21,22.0,8,12.35,3.75,30,78.5,93.625,94.375
Lachlan Jones,Port Adelaide,34,Defender,186.0,2002-04-09,24.0,7,7.357,0.0,0,84.0,60.143,49.143
Josh Lai,Port Adelaide,43,DefenderMidfield,185.0,2005-10-01,20.0,6,6.717,0.0,0,71.667,51.5,48.5
Mani Liddy,Port Adelaide,50,Midfield,181.0,2002-02-20,24.0,0,0.0,0.0,0,0.0,0.0,0.0
Ollie Lord,Port Adelaide,30,Forward,197.0,2002-01-02,24.0,1,3.5,0.0,0,79.0,41.0,38.0
Will Lorenz,Port Adelaide,36,Midfield,186.0,2005-02-19,21.0,0,0.0,0.0,0,0.0,0.0,0.0
Jack Lukosius,Port Adelaide,12,Forward,195.0,2000-08-09,25.0,4,10.4,0.0,0,81.5,80.25,72.25
Ewan Mackinlay,Port Adelaide,31,Midfield,182.0,2003-07-18,22.0,8,6.737,0.0,0,73.25,54.375,54.625
Todd Marshall,Port Adelaide,4,DefenderForward,198.0,1998-10-08,27.0,5,7.58,0.0,0,73.8,65.6,58.6
Jackson Mead,Port Adelaide,3,Midfield,184.0,2001-09-30,24.0,2,5.25,0.0,0,80.5,54.0,51.0
Christian Moraes,Port Adelaide,11,Midfield,183.0,2006-11-08,19.0,3,4.8,0.0,0,51.333,65.0,69.0
Jacob Moss,Port Adelaide,42,Defender,198.0,2004-12-22,21.0,0,0.0,0.0,0,0.0,0.0,0.0
Balyn O'Brien,Port Adelaide,41,Defender,187.0,2007-01-26,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Sam Powell-Pepper,Port Adelaide,2,Forward,187.0,1998-01-08,28.0,0,0.0,0.0,0,0.0,0.0,0.0
Harrison Ramm,Port Adelaide,32,Defender,202.0,2006-12-05,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Esava Ratugolea,Port Adelaide,27,Defender,197.0,1998-07-24,27.0,3,7.433,0.0,0,77.667,55.0,42.0
Joe Richards,Port Adelaide,35,Forward,177.0,1999-11-23,26.0,8,8.463,0.25,2,81.125,77.125,74.875
Connor Rozee,Port Adelaide,1,DefenderMidfield,185.0,2000-01-22,26.0,2,4.4,0.0,0,67.5,80.0,80.5
Josh Sinn,Port Adelaide,8,Defender,187.0,2003-01-07,23.0,0,0.0,0.0,0,0.0,0.0,0.0
Ivan Soldo,Port Adelaide,13,ForwardRuck,204.0,1996-04-14,30.0,0,0.0,0.0,0,0.0,0.0,0.0
Jordon Sweet,Port Adelaide,24,Ruck,206.0,1998-02-02,28.0,7,11.8,0.714,5,79.714,111.0,80.571
Dante Visentini,Port Adelaide,38,Ruck,202.0,2003-02-13,23.0,4,6.5,0.0,0,72.5,58.5,52.5
Xavier Walsh,Port Adelaide,45,Forward,195.0,2005-09-06,20.0,0,0.0,0.0,0,0.0,0.0,0.0
Jack Watkins,Port Adelaide,37,MidfieldForward,,2000-01-01,26.0,6,4.45,0.0,0,57.667,40.167,51.0
Jacob Wehr,Port Adelaide,15,DefenderMidfield,185.0,1998-07-05,27.0,8,3.85,0.0,0,79.125,52.625,59.125
Jack Whitlock,Port Adelaide,17,Forward,200.0,2006-05-16,19.0,8,4.325,0.0,0,77.625,55.5,48.0
Oliver Wines,Port Adelaide,16,Midfield,187.0,1994-10-07,31.0,5,9.5,0.4,2,63.8,90.6,85.4
Mitch Zadow,Port Adelaide,39,Forward,180.0,2004-03-11,22.0,1,0.9,0.0,0,67.0,28.0,31.0
Brandon Zerk-Thatcher,Port Adelaide,25,Defender,195.0,1998-08-25,27.0,0,0.0,0.0,0,0.0,0.0,0.0
Jasper Alger,Richmond,29,Forward,183.0,2006-12-17,19.0,1,-1.9,0.0,0,31.0,16.0,8.0
Harry Armstrong,Richmond,34,Forward,195.0,2006-06-14,19.0,3,2.067,0.0,0,70.667,19.333,19.333
Noah Balta,Richmond,21,DefenderForward,194.0,1999-10-23,26.0,7,7.871,1.429,10,85.714,65.429,60.0
Sam Banks,Richmond,6,DefenderMidfield,187.0,2003-04-02,23.0,6,5.95,0.0,0,66.167,61.0,56.667
Nathan Broad,Richmond,35,Defender,192.0,1993-04-15,33.0,7,7.057,0.0,0,76.286,63.571,55.714
Tom Brown,Richmond,30,Defender,193.0,2003-07-30,22.0,6,7.217,0.0,0,78.333,68.167,57.0
Thomas Burton,Richmond,45,Midfield,178.0,2007-01-09,19.0,2,6.65,0.0,0,79.0,52.0,36.0
Seth Campbell,Richmond,44,Forward,182.0,2004-12-29,21.0,8,10.9,0.5,4,82.625,76.875,64.625
Judson Clarke,Richmond,23,Forward,180.0,2003-10-17,22.0,0,0.0,0.0,0,0.0,0.0,0.0
Sam Cumming,Richmond,22,Midfield,184.0,2007-07-27,18.0,2,6.9,0.0,0,73.5,80.0,72.0
Jonty Faull,Richmond,8,Forward,195.0,2006-02-01,20.0,7,5.057,0.0,0,87.857,35.857,35.857
Liam Fawcett,Richmond,43,Forward,197.0,2005-04-22,21.0,3,2.267,0.0,0,81.667,34.667,34.0
Josh Gibcus,Richmond,18,Defender,196.0,2003-04-04,23.0,1,2.6,0.0,0,76.0,56.0,52.0
Campbell Gray,Richmond,50,DefenderRuck,195.0,2003-08-01,22.0,7,4.714,0.0,0,69.286,38.429,30.571
Steely Green,Richmond,48,Forward,179.0,2004-01-09,22.0,8,5.838,0.0,0,83.875,58.5,51.625
Samuel Grlj,Richmond,24,DefenderMidfield,182.0,2007-07-26,18.0,8,6.788,0.0,0,74.125,63.375,63.125
Oliver Hayes-Brown,Richmond,47,Ruck,208.0,2000-04-28,26.0,2,6.85,0.0,0,56.0,43.0,37.0
Jacob Hopper,Richmond,2,Midfield,187.0,1997-02-06,29.0,7,6.229,0.0,0,74.571,62.286,63.857
Taj Hotton,Richmond,10,Forward,182.0,2006-06-17,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Sam Lalor,Richmond,4,MidfieldForward,188.0,2006-08-30,19.0,7,11.171,0.0,0,75.714,81.286,70.429
Mykelti Lefau,Richmond,42,Forward,195.0,1998-06-22,27.0,7,6.786,0.0,0,85.571,54.857,48.429
Tom Lynch,Richmond,19,Forward,199.0,1992-10-31,33.0,4,3.1,0.0,0,71.0,61.5,50.25
Rhyan Mansell,Richmond,7,Forward,180.0,2000-06-04,25.0,1,13.7,0.0,0,82.0,85.0,79.0
Kane McAuliffe,Richmond,28,Midfield,187.0,2005-03-01,21.0,5,7.58,0.8,4,76.2,88.8,80.8
Ben Miller,Richmond,12,Defender,198.0,1999-08-31,26.0,8,8.312,0.0,0,94.25,67.875,55.0
Toby Nankervis,Richmond,25,Ruck,199.0,1994-08-12,31.0,0,0.0,0.0,0,0.0,0.0,0.0
Zane Peucker,Richmond,26,MidfieldForward,180.0,2007-12-04,18.0,0,0.0,0.0,0,0.0,0.0,0.0
Dion Prestia,Richmond,3,MidfieldForward,175.0,1992-10-12,33.0,7,6.957,0.0,0,65.286,69.714,70.143
Hugo Ralphsmith,Richmond,13,Midfield,187.0,2001-11-09,24.0,5,8.44,0.0,0,87.6,47.4,45.8
Patrick Retschko,Richmond,33,Midfield,186.0,2006-02-28,20.0,3,5.867,0.0,0,86.667,70.667,69.0
Maurice Rioli,Richmond,17,Forward,179.0,2002-09-01,23.0,6,5.683,0.0,0,71.667,47.167,34.0
Noah Roberts-Thomson,Richmond,27,Midfield,181.0,2007-03-29,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Jack Ross,Richmond,5,MidfieldForward,187.0,2000-09-03,25.0,8,12.475,0.625,5,80.75,97.875,87.125
Samson Ryan,Richmond,32,Ruck,206.0,2000-12-09,25.0,3,4.2,0.0,0,68.0,51.333,44.667
Jayden Short,Richmond,15,Defender,178.0,1996-01-24,30.0,7,7.657,0.857,6,82.0,98.143,99.571
Thomas Sims,Richmond,38,Forward,199.0,2006-05-12,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Josh Smillie,Richmond,16,Midfield,195.0,2006-05-17,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Kaleb Smith,Richmond,49,Defender,181.0,2004-11-20,21.0,0,0.0,0.0,0,0.0,0.0,0.0
Tyler Sonsie,Richmond,40,MidfieldForward,181.0,2003-01-27,23.0,6,6.183,0.0,0,84.833,69.0,61.5
Tim Taranto,Richmond,14,Midfield,188.0,1998-01-28,28.0,6,12.133,0.5,3,75.167,104.833,82.833
Luke Trainor,Richmond,11,Defender,193.0,2006-04-10,20.0,3,3.167,0.0,0,80.333,64.333,65.0
James Trezise,Richmond,36,Midfield,188.0,2002-06-15,23.0,4,6.35,0.0,0,81.0,60.75,57.0
Nick Vlastuin,Richmond,1,Defender,187.0,1994-04-19,32.0,7,7.014,0.0,0,83.429,67.143,57.429
Eamonn Armstrong,St Kilda,46,Defender,191.0,2006-07-26,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Charlie Banfield,St Kilda,36,MidfieldForward,192.0,2007-07-18,18.0,0,0.0,0.0,0,0.0,0.0,0.0
James Barrat,St Kilda,28,DefenderForward,194.0,2006-11-23,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Hugh Boxshall,St Kilda,38,Midfield,188.0,2006-07-11,19.0,5,3.42,0.0,0,71.4,48.6,54.4
Daniel Butler,St Kilda,16,Forward,182.0,1996-06-03,29.0,5,4.58,0.0,0,63.4,35.6,39.6
Ryan Byrnes,St Kilda,13,Defender,181.0,2001-05-03,25.0,0,0.0,0.0,0,0.0,0.0,0.0
Anthony Caminiti,St Kilda,47,Defender,196.0,2003-12-09,22.0,5,5.74,0.0,0,69.2,34.0,22.4
Jack Carroll,St Kilda,18,DefenderMidfield,188.0,2002-12-20,23.0,8,5.037,0.0,0,80.125,58.5,66.125
Hunter Clark,St Kilda,11,Midfield,186.0,1999-03-26,27.0,3,5.2,0.0,0,49.667,63.667,65.333
Lance Collard,St Kilda,4,Forward,185.0,2005-03-26,21.0,0,0.0,0.0,0,0.0,0.0,0.0
Tom De Koning,St Kilda,21,Ruck,201.0,1999-07-16,26.0,8,7.375,0.0,0,74.625,72.125,67.125
Alex Dodson,St Kilda,30,Forward,203.0,2006-06-15,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Paddy Dow,St Kilda,15,Midfield,184.0,1999-10-16,26.0,0,0.0,0.0,0,0.0,0.0,0.0
Kye Fincher,St Kilda,37,DefenderMidfield,186.0,2007-11-18,18.0,0,0.0,0.0,0,0.0,0.0,0.0
Sam Flanders,St Kilda,9,MidfieldForward,183.0,2001-07-24,24.0,8,11.125,0.0,0,78.25,89.0,90.25
Hugo Garcia,St Kilda,34,Midfield,185.0,2005-05-22,20.0,8,11.65,1.0,8,72.875,83.75,81.875
Max Hall,St Kilda,40,Forward,183.0,2002-04-15,24.0,8,11.95,1.25,10,80.875,79.75,72.625
Angus Hastie,St Kilda,24,Defender,190.0,2005-09-19,20.0,0,0.0,0.0,0,0.0,0.0,0.0
Liam Henry,St Kilda,23,Forward,180.0,2001-08-28,24.0,1,14.0,0.0,0,57.0,88.0,86.0
Jack Higgins,St Kilda,1,Forward,178.0,1999-03-19,27.0,7,10.757,1.0,7,80.714,70.143,55.571
Bradley Hill,St Kilda,8,MidfieldForward,182.0,1993-07-09,32.0,8,10.875,0.625,5,84.25,88.875,93.25
Dougal Howard,St Kilda,20,Defender,199.0,1996-03-25,30.0,3,6.367,0.0,0,83.667,70.667,64.333
Isaac Keeler,St Kilda,17,Forward,198.0,2004-04-23,22.0,1,3.3,0.0,0,49.0,49.0,49.0
Max King,St Kilda,12,Forward,202.0,2000-07-07,25.0,0,0.0,0.0,0,0.0,0.0,0.0
Jackson Macrae,St Kilda,6,Midfield,192.0,1994-08-03,31.0,3,8.067,0.0,0,57.333,67.333,64.333
Rowan Marshall,St Kilda,19,ForwardRuck,201.0,1995-11-24,30.0,7,10.914,1.429,10,74.571,75.857,71.0
Kobe McDonald,St Kilda,42,Defender,193.0,2007-12-08,18.0,0,0.0,0.0,0,0.0,0.0,0.0
Liam O'Connell,St Kilda,45,Defender,189.0,2003-03-04,23.0,1,6.2,0.0,0,77.0,48.0,53.0
Mitchito Owens,St Kilda,10,Forward,191.0,2003-09-24,22.0,8,8.8,0.25,2,88.5,74.0,63.625
Mattaes Phillipou,St Kilda,25,MidfieldForward,190.0,2004-12-27,21.0,8,7.538,0.0,0,64.25,61.375,62.375
Liam Ryan,St Kilda,31,Forward,181.0,1996-10-02,29.0,7,6.171,0.0,0,70.429,44.571,41.714
Patrick Said,St Kilda,33,MidfieldForward,180.0,2006-04-24,20.0,0,0.0,0.0,0,0.0,0.0,0.0
Cooper Sharman,St Kilda,43,Forward,193.0,2000-07-25,25.0,8,7.9,0.875,7,83.0,70.375,58.75
Jack Silvagni,St Kilda,3,Defender,194.0,1997-12-17,28.0,8,7.713,0.375,3,93.125,64.25,60.0
Jack Sinclair,St Kilda,35,Defender,181.0,1995-02-12,31.0,8,13.9,2.375,19,84.875,110.875,108.125
Liam Stocker,St Kilda,14,Defender,184.0,2000-01-23,26.0,4,2.525,0.0,0,72.75,34.25,32.0
Alix Tauru,St Kilda,26,DefenderForward,193.0,2006-11-16,19.0,5,4.34,0.0,0,63.0,39.6,36.6
Tobie Travaglia,St Kilda,5,DefenderMidfield,187.0,2006-10-26,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Nasiah Wanganeen-Milera,St Kilda,7,DefenderMidfield,187.0,2003-02-22,23.0,8,16.288,2.75,22,83.625,103.25,99.25
Callum Wilkie,St Kilda,44,Defender,191.0,1996-03-10,30.0,8,13.275,4.0,32,99.75,110.375,112.625
Darcy Wilson,St Kilda,22,MidfieldForward,185.0,2005-08-18,20.0,7,9.086,0.857,6,83.429,74.143,72.714
Marcus Windhager,St Kilda,2,DefenderMidfield,185.0,2003-05-16,22.0,8,8.238,0.125,1,82.5,84.875,87.875
Mason Wood,St Kilda,32,MidfieldForward,192.0,1993-09-13,32.0,8,9.963,0.0,0,81.0,74.25,66.625
Taylor Adams,Sydney,3,Forward,181.0,1993-09-20,32.0,0,0.0,0.0,0,0.0,0.0,0.0
Joel Amartey,Sydney,36,Forward,195.0,1999-09-02,26.0,8,8.062,1.125,9,74.25,70.375,60.625
Riak Andrew,Sydney,20,Defender,193.0,2005-02-17,21.0,0,0.0,0.0,0,0.0,0.0,0.0
Riley Bice,Sydney,26,Defender,185.0,2000-09-26,25.0,8,9.287,0.5,4,80.125,78.25,80.375
Nick Blakey,Sydney,22,Defender,196.0,2000-02-27,26.0,8,14.275,2.5,20,84.125,97.0,79.0
Ned Bowman,Sydney,23,Forward,186.0,2006-09-12,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Braeden Campbell,Sydney,16,Forward,181.0,2002-02-04,24.0,0,0.0,0.0,0,0.0,0.0,0.0
Noah Chamberlain,Sydney,42,Forward,191.0,2007-03-21,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Caiden Cleary,Sydney,33,Forward,182.0,2005-03-05,21.0,1,-0.5,0.0,0,49.0,19.0,19.0
Billy Cootee,Sydney,25,Midfield,179.0,2002-12-18,23.0,2,2.65,0.0,0,60.5,29.5,38.5
Harry Cunningham,Sydney,7,Defender,181.0,1993-12-06,32.0,4,7.225,0.0,0,73.5,59.75,56.5
Charlie Curnow,Sydney,35,Forward,194.0,1997-02-03,29.0,8,7.025,1.25,10,83.875,62.0,60.125
Jesse Dattoli,Sydney,9,Forward,179.0,2006-07-07,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Will Edwards,Sydney,28,Defender,197.0,2003-05-08,22.0,2,6.7,0.0,0,87.0,49.5,42.0
Will Green,Sydney,45,Ruck,204.0,2005-09-08,20.0,0,0.0,0.0,0,0.0,0.0,0.0
Brodie Grundy,Sydney,4,Ruck,202.0,1994-04-15,32.0,8,18.15,4.25,34,81.25,132.625,110.75
Errol Gulden,Sydney,21,Midfield,175.0,2002-07-18,23.0,2,11.85,4.0,8,73.5,112.5,113.5
Joel Hamling,Sydney,29,Defender,194.0,1993-04-09,33.0,2,8.15,0.0,0,94.5,63.0,42.5
Tom Hanily,Sydney,40,Forward,179.0,2005-05-31,20.0,0,0.0,0.0,0,0.0,0.0,0.0
Isaac Heeney,Sydney,5,Midfield,185.0,1996-05-05,29.0,6,19.983,5.167,31,74.833,128.167,108.0
Liam Hetherton,Sydney,39,Forward,198.0,2007-05-02,19.0,0,0.0,0.0,0,0.0,0.0,0.0
James Jordon,Sydney,17,MidfieldForward,187.0,2000-12-20,25.0,8,10.675,0.125,1,85.0,68.25,60.125
Max King,Sydney,31,Forward,192.0,2007-01-09,19.0,0,0.0,0.0,0,0.0,0.0,0.0
Harry Kyle,Sydney,32,DefenderMidfield,188.0,2007-07-16,18.0,0,0.0,0.0,0,0.0,0.0,0.0
Peter Ladhams,Sydney,19,ForwardRuck,204.0,1998-01-14,28.0,0,0.0,0.0,0,0.0,0.0,0.0
Jake Lloyd,Sydney,44,MidfieldForward,182.0,1993-09-20,32.0,8,9.925,0.0,0,84.875,66.875,70.25
Tom McCartin,Sydney,30,Defender,194.0,1999-12-30,26.0,7,10.786,2.429,17,94.571,84.0,71.714
Logan McDonald,Sydney,6,Forward,195.0,2002-04-04,24.0,8,6.287,0.0,0,71.75,59.375,52.5
Justin McInerney,Sydney,27,MidfieldForward,189.0,2000-08-18,25.0,8,13.738,3.375,27,83.0,98.875,93.875
Hayden McLean,Sydney,2,Forward,197.0,1999-01-20,27.0,0,0.0,0.0,0,0.0,0.0,0.0
